Date,Time_ET,Currency,Impact,Title
2016-05-18,14:00,USD,High,FOMC Statement
2016-05-18,14:00,USD,High,Federal Funds Rate
2016-05-18,14:30,USD,High,FOMC Press Conference
2016-06-03,08:30,USD,High,Non-Farm Employment Change
2016-06-13,08:30,USD,High,CPI m/m
2016-06-13,08:30,USD,High,Core CPI m/m
2016-06-28,08:30,USD,High,Core PCE Price Index m/m
2016-06-22,14:00,USD,High,FOMC Economic Projections
2016-06-22,14:00,USD,High,FOMC Statement
2016-06-22,14:00,USD,High,Federal Funds Rate
2016-06-22,14:30,USD,High,FOMC Press Conference
2016-07-01,08:30,USD,High,Non-Farm Employment Change
2016-07-13,08:30,USD,High,CPI m/m
2016-07-13,08:30,USD,High,Core CPI m/m
2016-07-28,08:30,USD,High,Core PCE Price Index m/m
2016-07-28,08:30,USD,High,Advance GDP q/q
2016-07-20,14:00,USD,High,FOMC Economic Projections
2016-07-20,14:00,USD,High,FOMC Statement
2016-07-20,14:00,USD,High,Federal Funds Rate
2016-07-20,14:30,USD,High,FOMC Press Conference
2016-08-05,08:30,USD,High,Non-Farm Employment Change
2016-08-15,08:30,USD,High,CPI m/m
2016-08-15,08:30,USD,High,Core CPI m/m
2016-08-26,08:30,USD,High,Core PCE Price Index m/m
2016-09-02,08:30,USD,High,Non-Farm Employment Change
2016-09-13,08:30,USD,High,CPI m/m
2016-09-13,08:30,USD,High,Core CPI m/m
2016-09-28,08:30,USD,High,Core PCE Price Index m/m
2016-09-21,14:00,USD,High,FOMC Economic Projections
2016-09-21,14:00,USD,High,FOMC Statement
2016-09-21,14:00,USD,High,Federal Funds Rate
2016-09-21,14:30,USD,High,FOMC Press Conference
2016-10-07,08:30,USD,High,Non-Farm Employment Change
2016-10-13,08:30,USD,High,CPI m/m
2016-10-13,08:30,USD,High,Core CPI m/m
2016-10-28,08:30,USD,High,Core PCE Price Index m/m
2016-10-28,08:30,USD,High,Advance GDP q/q
2016-11-04,08:30,USD,High,Non-Farm Employment Change
2016-11-14,08:30,USD,High,CPI m/m
2016-11-14,08:30,USD,High,Core CPI m/m
2016-11-28,08:30,USD,High,Core PCE Price Index m/m
2016-11-23,14:00,USD,High,FOMC Economic Projections
2016-11-23,14:00,USD,High,FOMC Statement
2016-11-23,14:00,USD,High,Federal Funds Rate
2016-11-23,14:30,USD,High,FOMC Press Conference
2016-12-02,08:30,USD,High,Non-Farm Employment Change
2016-12-13,08:30,USD,High,CPI m/m
2016-12-13,08:30,USD,High,Core CPI m/m
2016-12-28,08:30,USD,High,Core PCE Price Index m/m
2016-12-21,14:00,USD,High,FOMC Economic Projections
2016-12-21,14:00,USD,High,FOMC Statement
2016-12-21,14:00,USD,High,Federal Funds Rate
2016-12-21,14:30,USD,High,FOMC Press Conference
2017-01-06,08:30,USD,High,Non-Farm Employment Change
2017-01-13,08:30,USD,High,CPI m/m
2017-01-13,08:30,USD,High,Core CPI m/m
2017-01-27,08:30,USD,High,Core PCE Price Index m/m
2017-01-27,08:30,USD,High,Advance GDP q/q
2017-01-18,14:00,USD,High,FOMC Economic Projections
2017-01-18,14:00,USD,High,FOMC Statement
2017-01-18,14:00,USD,High,Federal Funds Rate
2017-01-18,14:30,USD,High,FOMC Press Conference
2017-02-03,08:30,USD,High,Non-Farm Employment Change
2017-02-13,08:30,USD,High,CPI m/m
2017-02-13,08:30,USD,High,Core CPI m/m
2017-02-28,08:30,USD,High,Core PCE Price Index m/m
2017-03-03,08:30,USD,High,Non-Farm Employment Change
2017-03-13,08:30,USD,High,CPI m/m
2017-03-13,08:30,USD,High,Core CPI m/m
2017-03-28,08:30,USD,High,Core PCE Price Index m/m
2017-03-22,14:00,USD,High,FOMC Economic Projections
2017-03-22,14:00,USD,High,FOMC Statement
2017-03-22,14:00,USD,High,Federal Funds Rate
2017-03-22,14:30,USD,High,FOMC Press Conference
2017-04-07,08:30,USD,High,Non-Farm Employment Change
2017-04-13,08:30,USD,High,CPI m/m
2017-04-13,08:30,USD,High,Core CPI m/m
2017-04-28,08:30,USD,High,Core PCE Price Index m/m
2017-04-28,08:30,USD,High,Advance GDP q/q
2017-05-05,08:30,USD,High,Non-Farm Employment Change
2017-05-15,08:30,USD,High,CPI m/m
2017-05-15,08:30,USD,High,Core CPI m/m
2017-05-26,08:30,USD,High,Core PCE Price Index m/m
2017-05-24,14:00,USD,High,FOMC Economic Projections
2017-05-24,14:00,USD,High,FOMC Statement
2017-05-24,14:00,USD,High,Federal Funds Rate
2017-05-24,14:30,USD,High,FOMC Press Conference
2017-06-02,08:30,USD,High,Non-Farm Employment Change
2017-06-13,08:30,USD,High,CPI m/m
2017-06-13,08:30,USD,High,Core CPI m/m
2017-06-28,08:30,USD,High,Core PCE Price Index m/m
2017-06-21,14:00,USD,High,FOMC Economic Projections
2017-06-21,14:00,USD,High,FOMC Statement
2017-06-21,14:00,USD,High,Federal Funds Rate
2017-06-21,14:30,USD,High,FOMC Press Conference
2017-07-07,08:30,USD,High,Non-Farm Employment Change
2017-07-13,08:30,USD,High,CPI m/m
2017-07-13,08:30,USD,High,Core CPI m/m
2017-07-28,08:30,USD,High,Core PCE Price Index m/m
2017-07-28,08:30,USD,High,Advance GDP q/q
2017-07-19,14:00,USD,High,FOMC Economic Projections
2017-07-19,14:00,USD,High,FOMC Statement
2017-07-19,14:00,USD,High,Federal Funds Rate
2017-07-19,14:30,USD,High,FOMC Press Conference
2017-08-04,08:30,USD,High,Non-Farm Employment Change
2017-08-14,08:30,USD,High,CPI m/m
2017-08-14,08:30,USD,High,Core CPI m/m
2017-08-28,08:30,USD,High,Core PCE Price Index m/m
2017-09-01,08:30,USD,High,Non-Farm Employment Change
2017-09-13,08:30,USD,High,CPI m/m
2017-09-13,08:30,USD,High,Core CPI m/m
2017-09-28,08:30,USD,High,Core PCE Price Index m/m
2017-09-20,14:00,USD,High,FOMC Economic Projections
2017-09-20,14:00,USD,High,FOMC Statement
2017-09-20,14:00,USD,High,Federal Funds Rate
2017-09-20,14:30,USD,High,FOMC Press Conference
2017-10-06,08:30,USD,High,Non-Farm Employment Change
2017-10-13,08:30,USD,High,CPI m/m
2017-10-13,08:30,USD,High,Core CPI m/m
2017-10-27,08:30,USD,High,Core PCE Price Index m/m
2017-10-27,08:30,USD,High,Advance GDP q/q
2017-11-03,08:30,USD,High,Non-Farm Employment Change
2017-11-13,08:30,USD,High,CPI m/m
2017-11-13,08:30,USD,High,Core CPI m/m
2017-11-28,08:30,USD,High,Core PCE Price Index m/m
2017-11-22,14:00,USD,High,FOMC Economic Projections
2017-11-22,14:00,USD,High,FOMC Statement
2017-11-22,14:00,USD,High,Federal Funds Rate
2017-11-22,14:30,USD,High,FOMC Press Conference
2017-12-01,08:30,USD,High,Non-Farm Employment Change
2017-12-13,08:30,USD,High,CPI m/m
2017-12-13,08:30,USD,High,Core CPI m/m
2017-12-28,08:30,USD,High,Core PCE Price Index m/m
2017-12-20,14:00,USD,High,FOMC Economic Projections
2017-12-20,14:00,USD,High,FOMC Statement
2017-12-20,14:00,USD,High,Federal Funds Rate
2017-12-20,14:30,USD,High,FOMC Press Conference
2018-01-05,08:30,USD,High,Non-Farm Employment Change
2018-01-15,08:30,USD,High,CPI m/m
2018-01-15,08:30,USD,High,Core CPI m/m
2018-01-26,08:30,USD,High,Core PCE Price Index m/m
2018-01-26,08:30,USD,High,Advance GDP q/q
2018-01-24,14:00,USD,High,FOMC Economic Projections
2018-01-24,14:00,USD,High,FOMC Statement
2018-01-24,14:00,USD,High,Federal Funds Rate
2018-01-24,14:30,USD,High,FOMC Press Conference
2018-02-02,08:30,USD,High,Non-Farm Employment Change
2018-02-13,08:30,USD,High,CPI m/m
2018-02-13,08:30,USD,High,Core CPI m/m
2018-02-28,08:30,USD,High,Core PCE Price Index m/m
2018-03-02,08:30,USD,High,Non-Farm Employment Change
2018-03-13,08:30,USD,High,CPI m/m
2018-03-13,08:30,USD,High,Core CPI m/m
2018-03-28,08:30,USD,High,Core PCE Price Index m/m
2018-03-21,14:00,USD,High,FOMC Economic Projections
2018-03-21,14:00,USD,High,FOMC Statement
2018-03-21,14:00,USD,High,Federal Funds Rate
2018-03-21,14:30,USD,High,FOMC Press Conference
2018-04-06,08:30,USD,High,Non-Farm Employment Change
2018-04-13,08:30,USD,High,CPI m/m
2018-04-13,08:30,USD,High,Core CPI m/m
2018-04-27,08:30,USD,High,Core PCE Price Index m/m
2018-04-27,08:30,USD,High,Advance GDP q/q
2018-05-04,08:30,USD,High,Non-Farm Employment Change
2018-05-14,08:30,USD,High,CPI m/m
2018-05-14,08:30,USD,High,Core CPI m/m
2018-05-28,08:30,USD,High,Core PCE Price Index m/m
2018-05-23,14:00,USD,High,FOMC Economic Projections
2018-05-23,14:00,USD,High,FOMC Statement
2018-05-23,14:00,USD,High,Federal Funds Rate
2018-05-23,14:30,USD,High,FOMC Press Conference
2018-06-01,08:30,USD,High,Non-Farm Employment Change
2018-06-13,08:30,USD,High,CPI m/m
2018-06-13,08:30,USD,High,Core CPI m/m
2018-06-28,08:30,USD,High,Core PCE Price Index m/m
2018-06-20,14:00,USD,High,FOMC Economic Projections
2018-06-20,14:00,USD,High,FOMC Statement
2018-06-20,14:00,USD,High,Federal Funds Rate
2018-06-20,14:30,USD,High,FOMC Press Conference
2018-07-06,08:30,USD,High,Non-Farm Employment Change
2018-07-13,08:30,USD,High,CPI m/m
2018-07-13,08:30,USD,High,Core CPI m/m
2018-07-27,08:30,USD,High,Core PCE Price Index m/m
2018-07-27,08:30,USD,High,Advance GDP q/q
2018-07-18,14:00,USD,High,FOMC Economic Projections
2018-07-18,14:00,USD,High,FOMC Statement
2018-07-18,14:00,USD,High,Federal Funds Rate
2018-07-18,14:30,USD,High,FOMC Press Conference
2018-08-03,08:30,USD,High,Non-Farm Employment Change
2018-08-13,08:30,USD,High,CPI m/m
2018-08-13,08:30,USD,High,Core CPI m/m
2018-08-28,08:30,USD,High,Core PCE Price Index m/m
2018-09-07,08:30,USD,High,Non-Farm Employment Change
2018-09-13,08:30,USD,High,CPI m/m
2018-09-13,08:30,USD,High,Core CPI m/m
2018-09-28,08:30,USD,High,Core PCE Price Index m/m
2018-09-19,14:00,USD,High,FOMC Economic Projections
2018-09-19,14:00,USD,High,FOMC Statement
2018-09-19,14:00,USD,High,Federal Funds Rate
2018-09-19,14:30,USD,High,FOMC Press Conference
2018-10-05,08:30,USD,High,Non-Farm Employment Change
2018-10-15,08:30,USD,High,CPI m/m
2018-10-15,08:30,USD,High,Core CPI m/m
2018-10-26,08:30,USD,High,Core PCE Price Index m/m
2018-10-26,08:30,USD,High,Advance GDP q/q
2018-11-02,08:30,USD,High,Non-Farm Employment Change
2018-11-13,08:30,USD,High,CPI m/m
2018-11-13,08:30,USD,High,Core CPI m/m
2018-11-28,08:30,USD,High,Core PCE Price Index m/m
2018-11-21,14:00,USD,High,FOMC Economic Projections
2018-11-21,14:00,USD,High,FOMC Statement
2018-11-21,14:00,USD,High,Federal Funds Rate
2018-11-21,14:30,USD,High,FOMC Press Conference
2018-12-07,08:30,USD,High,Non-Farm Employment Change
2018-12-13,08:30,USD,High,CPI m/m
2018-12-13,08:30,USD,High,Core CPI m/m
2018-12-28,08:30,USD,High,Core PCE Price Index m/m
2018-12-19,14:00,USD,High,FOMC Economic Projections
2018-12-19,14:00,USD,High,FOMC Statement
2018-12-19,14:00,USD,High,Federal Funds Rate
2018-12-19,14:30,USD,High,FOMC Press Conference
2019-01-04,08:30,USD,High,Non-Farm Employment Change
2019-01-14,08:30,USD,High,CPI m/m
2019-01-14,08:30,USD,High,Core CPI m/m
2019-01-28,08:30,USD,High,Core PCE Price Index m/m
2019-01-28,08:30,USD,High,Advance GDP q/q
2019-01-23,14:00,USD,High,FOMC Economic Projections
2019-01-23,14:00,USD,High,FOMC Statement
2019-01-23,14:00,USD,High,Federal Funds Rate
2019-01-23,14:30,USD,High,FOMC Press Conference
2019-02-01,08:30,USD,High,Non-Farm Employment Change
2019-02-13,08:30,USD,High,CPI m/m
2019-02-13,08:30,USD,High,Core CPI m/m
2019-02-28,08:30,USD,High,Core PCE Price Index m/m
2019-03-01,08:30,USD,High,Non-Farm Employment Change
2019-03-13,08:30,USD,High,CPI m/m
2019-03-13,08:30,USD,High,Core CPI m/m
2019-03-28,08:30,USD,High,Core PCE Price Index m/m
2019-03-20,14:00,USD,High,FOMC Economic Projections
2019-03-20,14:00,USD,High,FOMC Statement
2019-03-20,14:00,USD,High,Federal Funds Rate
2019-03-20,14:30,USD,High,FOMC Press Conference
2019-04-05,08:30,USD,High,Non-Farm Employment Change
2019-04-15,08:30,USD,High,CPI m/m
2019-04-15,08:30,USD,High,Core CPI m/m
2019-04-26,08:30,USD,High,Core PCE Price Index m/m
2019-04-26,08:30,USD,High,Advance GDP q/q
2019-05-03,08:30,USD,High,Non-Farm Employment Change
2019-05-13,08:30,USD,High,CPI m/m
2019-05-13,08:30,USD,High,Core CPI m/m
2019-05-28,08:30,USD,High,Core PCE Price Index m/m
2019-05-22,14:00,USD,High,FOMC Economic Projections
2019-05-22,14:00,USD,High,FOMC Statement
2019-05-22,14:00,USD,High,Federal Funds Rate
2019-05-22,14:30,USD,High,FOMC Press Conference
2019-06-07,08:30,USD,High,Non-Farm Employment Change
2019-06-13,08:30,USD,High,CPI m/m
2019-06-13,08:30,USD,High,Core CPI m/m
2019-06-28,08:30,USD,High,Core PCE Price Index m/m
2019-06-19,14:00,USD,High,FOMC Economic Projections
2019-06-19,14:00,USD,High,FOMC Statement
2019-06-19,14:00,USD,High,Federal Funds Rate
2019-06-19,14:30,USD,High,FOMC Press Conference
2019-07-05,08:30,USD,High,Non-Farm Employment Change
2019-07-15,08:30,USD,High,CPI m/m
2019-07-15,08:30,USD,High,Core CPI m/m
2019-07-26,08:30,USD,High,Core PCE Price Index m/m
2019-07-26,08:30,USD,High,Advance GDP q/q
2019-07-24,14:00,USD,High,FOMC Economic Projections
2019-07-24,14:00,USD,High,FOMC Statement
2019-07-24,14:00,USD,High,Federal Funds Rate
2019-07-24,14:30,USD,High,FOMC Press Conference
2019-08-02,08:30,USD,High,Non-Farm Employment Change
2019-08-13,08:30,USD,High,CPI m/m
2019-08-13,08:30,USD,High,Core CPI m/m
2019-08-28,08:30,USD,High,Core PCE Price Index m/m
2019-09-06,08:30,USD,High,Non-Farm Employment Change
2019-09-13,08:30,USD,High,CPI m/m
2019-09-13,08:30,USD,High,Core CPI m/m
2019-09-27,08:30,USD,High,Core PCE Price Index m/m
2019-09-18,14:00,USD,High,FOMC Economic Projections
2019-09-18,14:00,USD,High,FOMC Statement
2019-09-18,14:00,USD,High,Federal Funds Rate
2019-09-18,14:30,USD,High,FOMC Press Conference
2019-10-04,08:30,USD,High,Non-Farm Employment Change
2019-10-14,08:30,USD,High,CPI m/m
2019-10-14,08:30,USD,High,Core CPI m/m
2019-10-28,08:30,USD,High,Core PCE Price Index m/m
2019-10-28,08:30,USD,High,Advance GDP q/q
2019-11-01,08:30,USD,High,Non-Farm Employment Change
2019-11-13,08:30,USD,High,CPI m/m
2019-11-13,08:30,USD,High,Core CPI m/m
2019-11-28,08:30,USD,High,Core PCE Price Index m/m
2019-11-20,14:00,USD,High,FOMC Economic Projections
2019-11-20,14:00,USD,High,FOMC Statement
2019-11-20,14:00,USD,High,Federal Funds Rate
2019-11-20,14:30,USD,High,FOMC Press Conference
2019-12-06,08:30,USD,High,Non-Farm Employment Change
2019-12-13,08:30,USD,High,CPI m/m
2019-12-13,08:30,USD,High,Core CPI m/m
2019-12-27,08:30,USD,High,Core PCE Price Index m/m
2019-12-18,14:00,USD,High,FOMC Economic Projections
2019-12-18,14:00,USD,High,FOMC Statement
2019-12-18,14:00,USD,High,Federal Funds Rate
2019-12-18,14:30,USD,High,FOMC Press Conference
2020-01-03,08:30,USD,High,Non-Farm Employment Change
2020-01-13,08:30,USD,High,CPI m/m
2020-01-13,08:30,USD,High,Core CPI m/m
2020-01-28,08:30,USD,High,Core PCE Price Index m/m
2020-01-28,08:30,USD,High,Advance GDP q/q
2020-01-22,14:00,USD,High,FOMC Economic Projections
2020-01-22,14:00,USD,High,FOMC Statement
2020-01-22,14:00,USD,High,Federal Funds Rate
2020-01-22,14:30,USD,High,FOMC Press Conference
2020-02-07,08:30,USD,High,Non-Farm Employment Change
2020-02-13,08:30,USD,High,CPI m/m
2020-02-13,08:30,USD,High,Core CPI m/m
2020-02-28,08:30,USD,High,Core PCE Price Index m/m
2020-03-06,08:30,USD,High,Non-Farm Employment Change
2020-03-13,08:30,USD,High,CPI m/m
2020-03-13,08:30,USD,High,Core CPI m/m
2020-03-27,08:30,USD,High,Core PCE Price Index m/m
2020-03-18,14:00,USD,High,FOMC Economic Projections
2020-03-18,14:00,USD,High,FOMC Statement
2020-03-18,14:00,USD,High,Federal Funds Rate
2020-03-18,14:30,USD,High,FOMC Press Conference
2020-04-03,08:30,USD,High,Non-Farm Employment Change
2020-04-13,08:30,USD,High,CPI m/m
2020-04-13,08:30,USD,High,Core CPI m/m
2020-04-28,08:30,USD,High,Core PCE Price Index m/m
2020-04-28,08:30,USD,High,Advance GDP q/q
2020-05-01,08:30,USD,High,Non-Farm Employment Change
2020-05-13,08:30,USD,High,CPI m/m
2020-05-13,08:30,USD,High,Core CPI m/m
2020-05-28,08:30,USD,High,Core PCE Price Index m/m
2020-05-20,14:00,USD,High,FOMC Economic Projections
2020-05-20,14:00,USD,High,FOMC Statement
2020-05-20,14:00,USD,High,Federal Funds Rate
2020-05-20,14:30,USD,High,FOMC Press Conference
2020-06-05,08:30,USD,High,Non-Farm Employment Change
2020-06-15,08:30,USD,High,CPI m/m
2020-06-15,08:30,USD,High,Core CPI m/m
2020-06-26,08:30,USD,High,Core PCE Price Index m/m
2020-06-24,14:00,USD,High,FOMC Economic Projections
2020-06-24,14:00,USD,High,FOMC Statement
2020-06-24,14:00,USD,High,Federal Funds Rate
2020-06-24,14:30,USD,High,FOMC Press Conference
2020-07-03,08:30,USD,High,Non-Farm Employment Change
2020-07-13,08:30,USD,High,CPI m/m
2020-07-13,08:30,USD,High,Core CPI m/m
2020-07-28,08:30,USD,High,Core PCE Price Index m/m
2020-07-28,08:30,USD,High,Advance GDP q/q
2020-07-22,14:00,USD,High,FOMC Economic Projections
2020-07-22,14:00,USD,High,FOMC Statement
2020-07-22,14:00,USD,High,Federal Funds Rate
2020-07-22,14:30,USD,High,FOMC Press Conference
2020-08-07,08:30,USD,High,Non-Farm Employment Change
2020-08-13,08:30,USD,High,CPI m/m
2020-08-13,08:30,USD,High,Core CPI m/m
2020-08-28,08:30,USD,High,Core PCE Price Index m/m
2020-09-04,08:30,USD,High,Non-Farm Employment Change
2020-09-14,08:30,USD,High,CPI m/m
2020-09-14,08:30,USD,High,Core CPI m/m
2020-09-28,08:30,USD,High,Core PCE Price Index m/m
2020-09-23,14:00,USD,High,FOMC Economic Projections
2020-09-23,14:00,USD,High,FOMC Statement
2020-09-23,14:00,USD,High,Federal Funds Rate
2020-09-23,14:30,USD,High,FOMC Press Conference
2020-10-02,08:30,USD,High,Non-Farm Employment Change
2020-10-13,08:30,USD,High,CPI m/m
2020-10-13,08:30,USD,High,Core CPI m/m
2020-10-28,08:30,USD,High,Core PCE Price Index m/m
2020-10-28,08:30,USD,High,Advance GDP q/q
2020-11-06,08:30,USD,High,Non-Farm Employment Change
2020-11-13,08:30,USD,High,CPI m/m
2020-11-13,08:30,USD,High,Core CPI m/m
2020-11-27,08:30,USD,High,Core PCE Price Index m/m
2020-11-18,14:00,USD,High,FOMC Economic Projections
2020-11-18,14:00,USD,High,FOMC Statement
2020-11-18,14:00,USD,High,Federal Funds Rate
2020-11-18,14:30,USD,High,FOMC Press Conference
2020-12-04,08:30,USD,High,Non-Farm Employment Change
2020-12-14,08:30,USD,High,CPI m/m
2020-12-14,08:30,USD,High,Core CPI m/m
2020-12-28,08:30,USD,High,Core PCE Price Index m/m
2020-12-23,14:00,USD,High,FOMC Economic Projections
2020-12-23,14:00,USD,High,FOMC Statement
2020-12-23,14:00,USD,High,Federal Funds Rate
2020-12-23,14:30,USD,High,FOMC Press Conference
2021-01-01,08:30,USD,High,Non-Farm Employment Change
2021-01-13,08:30,USD,High,CPI m/m
2021-01-13,08:30,USD,High,Core CPI m/m
2021-01-28,08:30,USD,High,Core PCE Price Index m/m
2021-01-28,08:30,USD,High,Advance GDP q/q
2021-01-20,14:00,USD,High,FOMC Economic Projections
2021-01-20,14:00,USD,High,FOMC Statement
2021-01-20,14:00,USD,High,Federal Funds Rate
2021-01-20,14:30,USD,High,FOMC Press Conference
2021-02-05,08:30,USD,High,Non-Farm Employment Change
2021-02-15,08:30,USD,High,CPI m/m
2021-02-15,08:30,USD,High,Core CPI m/m
2021-02-26,08:30,USD,High,Core PCE Price Index m/m
2021-03-05,08:30,USD,High,Non-Farm Employment Change
2021-03-15,08:30,USD,High,CPI m/m
2021-03-15,08:30,USD,High,Core CPI m/m
2021-03-26,08:30,USD,High,Core PCE Price Index m/m
2021-03-24,14:00,USD,High,FOMC Economic Projections
2021-03-24,14:00,USD,High,FOMC Statement
2021-03-24,14:00,USD,High,Federal Funds Rate
2021-03-24,14:30,USD,High,FOMC Press Conference
2021-04-02,08:30,USD,High,Non-Farm Employment Change
2021-04-13,08:30,USD,High,CPI m/m
2021-04-13,08:30,USD,High,Core CPI m/m
2021-04-28,08:30,USD,High,Core PCE Price Index m/m
2021-04-28,08:30,USD,High,Advance GDP q/q
2021-05-07,08:30,USD,High,Non-Farm Employment Change
2021-05-13,08:30,USD,High,CPI m/m
2021-05-13,08:30,USD,High,Core CPI m/m
2021-05-28,08:30,USD,High,Core PCE Price Index m/m
2021-05-19,14:00,USD,High,FOMC Economic Projections
2021-05-19,14:00,USD,High,FOMC Statement
2021-05-19,14:00,USD,High,Federal Funds Rate
2021-05-19,14:30,USD,High,FOMC Press Conference
2021-06-04,08:30,USD,High,Non-Farm Employment Change
2021-06-14,08:30,USD,High,CPI m/m
2021-06-14,08:30,USD,High,Core CPI m/m
2021-06-28,08:30,USD,High,Core PCE Price Index m/m
2021-06-23,14:00,USD,High,FOMC Economic Projections
2021-06-23,14:00,USD,High,FOMC Statement
2021-06-23,14:00,USD,High,Federal Funds Rate
2021-06-23,14:30,USD,High,FOMC Press Conference
2021-07-02,08:30,USD,High,Non-Farm Employment Change
2021-07-13,08:30,USD,High,CPI m/m
2021-07-13,08:30,USD,High,Core CPI m/m
2021-07-28,08:30,USD,High,Core PCE Price Index m/m
2021-07-28,08:30,USD,High,Advance GDP q/q
2021-07-21,14:00,USD,High,FOMC Economic Projections
2021-07-21,14:00,USD,High,FOMC Statement
2021-07-21,14:00,USD,High,Federal Funds Rate
2021-07-21,14:30,USD,High,FOMC Press Conference
2021-08-06,08:30,USD,High,Non-Farm Employment Change
2021-08-13,08:30,USD,High,CPI m/m
2021-08-13,08:30,USD,High,Core CPI m/m
2021-08-27,08:30,USD,High,Core PCE Price Index m/m
2021-09-03,08:30,USD,High,Non-Farm Employment Change
2021-09-13,08:30,USD,High,CPI m/m
2021-09-13,08:30,USD,High,Core CPI m/m
2021-09-28,08:30,USD,High,Core PCE Price Index m/m
2021-09-22,14:00,USD,High,FOMC Economic Projections
2021-09-22,14:00,USD,High,FOMC Statement
2021-09-22,14:00,USD,High,Federal Funds Rate
2021-09-22,14:30,USD,High,FOMC Press Conference
2021-10-01,08:30,USD,High,Non-Farm Employment Change
2021-10-13,08:30,USD,High,CPI m/m
2021-10-13,08:30,USD,High,Core CPI m/m
2021-10-28,08:30,USD,High,Core PCE Price Index m/m
2021-10-28,08:30,USD,High,Advance GDP q/q
2021-11-05,08:30,USD,High,Non-Farm Employment Change
2021-11-15,08:30,USD,High,CPI m/m
2021-11-15,08:30,USD,High,Core CPI m/m
2021-11-26,08:30,USD,High,Core PCE Price Index m/m
2021-11-24,14:00,USD,High,FOMC Economic Projections
2021-11-24,14:00,USD,High,FOMC Statement
2021-11-24,14:00,USD,High,Federal Funds Rate
2021-11-24,14:30,USD,High,FOMC Press Conference
2021-12-03,08:30,USD,High,Non-Farm Employment Change
2021-12-13,08:30,USD,High,CPI m/m
2021-12-13,08:30,USD,High,Core CPI m/m
2021-12-28,08:30,USD,High,Core PCE Price Index m/m
2021-12-22,14:00,USD,High,FOMC Economic Projections
2021-12-22,14:00,USD,High,FOMC Statement
2021-12-22,14:00,USD,High,Federal Funds Rate
2021-12-22,14:30,USD,High,FOMC Press Conference
2022-01-07,08:30,USD,High,Non-Farm Employment Change
2022-01-13,08:30,USD,High,CPI m/m
2022-01-13,08:30,USD,High,Core CPI m/m
2022-01-28,08:30,USD,High,Core PCE Price Index m/m
2022-01-28,08:30,USD,High,Advance GDP q/q
2022-01-19,14:00,USD,High,FOMC Economic Projections
2022-01-19,14:00,USD,High,FOMC Statement
2022-01-19,14:00,USD,High,Federal Funds Rate
2022-01-19,14:30,USD,High,FOMC Press Conference
2022-02-04,08:30,USD,High,Non-Farm Employment Change
2022-02-14,08:30,USD,High,CPI m/m
2022-02-14,08:30,USD,High,Core CPI m/m
2022-02-28,08:30,USD,High,Core PCE Price Index m/m
2022-03-04,08:30,USD,High,Non-Farm Employment Change
2022-03-14,08:30,USD,High,CPI m/m
2022-03-14,08:30,USD,High,Core CPI m/m
2022-03-28,08:30,USD,High,Core PCE Price Index m/m
2022-03-23,14:00,USD,High,FOMC Economic Projections
2022-03-23,14:00,USD,High,FOMC Statement
2022-03-23,14:00,USD,High,Federal Funds Rate
2022-03-23,14:30,USD,High,FOMC Press Conference
2022-04-01,08:30,USD,High,Non-Farm Employment Change
2022-04-13,08:30,USD,High,CPI m/m
2022-04-13,08:30,USD,High,Core CPI m/m
2022-04-28,08:30,USD,High,Core PCE Price Index m/m
2022-04-28,08:30,USD,High,Advance GDP q/q
2022-05-06,08:30,USD,High,Non-Farm Employment Change
2022-05-13,08:30,USD,High,CPI m/m
2022-05-13,08:30,USD,High,Core CPI m/m
2022-05-27,08:30,USD,High,Core PCE Price Index m/m
2022-05-18,14:00,USD,High,FOMC Economic Projections
2022-05-18,14:00,USD,High,FOMC Statement
2022-05-18,14:00,USD,High,Federal Funds Rate
2022-05-18,14:30,USD,High,FOMC Press Conference
2022-06-03,08:30,USD,High,Non-Farm Employment Change
2022-06-13,08:30,USD,High,CPI m/m
2022-06-13,08:30,USD,High,Core CPI m/m
2022-06-28,08:30,USD,High,Core PCE Price Index m/m
2022-06-22,14:00,USD,High,FOMC Economic Projections
2022-06-22,14:00,USD,High,FOMC Statement
2022-06-22,14:00,USD,High,Federal Funds Rate
2022-06-22,14:30,USD,High,FOMC Press Conference
2022-07-01,08:30,USD,High,Non-Farm Employment Change
2022-07-13,08:30,USD,High,CPI m/m
2022-07-13,08:30,USD,High,Core CPI m/m
2022-07-28,08:30,USD,High,Core PCE Price Index m/m
2022-07-28,08:30,USD,High,Advance GDP q/q
2022-07-20,14:00,USD,High,FOMC Economic Projections
2022-07-20,14:00,USD,High,FOMC Statement
2022-07-20,14:00,USD,High,Federal Funds Rate
2022-07-20,14:30,USD,High,FOMC Press Conference
2022-08-05,08:30,USD,High,Non-Farm Employment Change
2022-08-15,08:30,USD,High,CPI m/m
2022-08-15,08:30,USD,High,Core CPI m/m
2022-08-26,08:30,USD,High,Core PCE Price Index m/m
2022-09-02,08:30,USD,High,Non-Farm Employment Change
2022-09-13,08:30,USD,High,CPI m/m
2022-09-13,08:30,USD,High,Core CPI m/m
2022-09-28,08:30,USD,High,Core PCE Price Index m/m
2022-09-21,14:00,USD,High,FOMC Economic Projections
2022-09-21,14:00,USD,High,FOMC Statement
2022-09-21,14:00,USD,High,Federal Funds Rate
2022-09-21,14:30,USD,High,FOMC Press Conference
